Observation,Cooks_Distance
847,0.00541593769258631
848,0.0032786673911157464
849,0.0015775230821690723
850,0.00018055976444272083
851,0.00048375415458493934
852,0.0024850164780453638
853,9.112150450729545e-06
854,0.005204542919736292
855,0.00017136790295125642
856,0.00014399224617039398
857,7.43267832639917e-05
858,0.0006728455244413851
859,0.00046351562444440044
860,1.9064661728324278e-07
861,0.0010921675150502733
862,0.0061038916278730124
863,0.00011703284831649646
864,0.0011553667477041064
865,0.005950799680639234
866,0.0007211846039792991
867,1.6552905588497616e-06
868,4.060224631674936e-05
869,0.0005700578033472372
870,0.0003327181706492215
871,0.0003373157467410182
872,0.00844075682652696
873,0.004364091513415691
874,0.004595278115274712
875,0.00796626740339727
876,0.0007354977685922321
877,2.5662050576319157e-05
878,0.001320684995632667
879,6.328840472701562e-06
880,0.00018432820515103826
881,0.0017042594498453776
882,0.0004024999974017638
883,0.0025233282293242636
884,0.0005244188461271775
885,5.528655868193028e-05
