Year,Region,Round,Game,Team_A,Team_A_Seed,Team_A_Score,Team_B,Team_B_Seed,Team_B_Score,Winner,Team_A_Rank,Team_A_Conference,Team_A_W-L,Team_A_NetRtg,Team_A_ORtg,Team_A_DRtg,Team_A_AdjT,Team_A_Luck,Team_A_Strength_of_Schedule_NetRtg,Team_A_Strength_of_Schedule_ORtg,Team_A_Strength_of_Schedule_DRtg,Team_A_NCSOS_NetRtg,Team_B_Rank,Team_B_Conference,Team_B_W-L,Team_B_NetRtg,Team_B_ORtg,Team_B_DRtg,Team_B_AdjT,Team_B_Luck,Team_B_Strength_of_Schedule_NetRtg,Team_B_Strength_of_Schedule_ORtg,Team_B_Strength_of_Schedule_DRtg,Team_B_NCSOS_NetRtg,NetRtg_diff,ORtg_diff,DRtg_diff,AdjT_diff,Luck_diff,Strength_of_Schedule_NetRtg_diff,diff_NetRtg,diff_ORtg,diff_DRtg,diff_AdjT,diff_Luck,diff_Strength_of_Schedule_NetRtg,diff_Strength_of_Schedule_ORtg,diff_Strength_of_Schedule_DRtg,diff_NCSOS_NetRtg
2018,South,1,4,Arizona,4,68.0,Buffalo,13,89.0,0.0,28,P12,27-8,17.7,118.0,100.4,67.1,0.036,5.96,108.5,102.5,2.51,67,MAC,27-9,11.53,114.7,103.2,72.7,0.006,-0.06,105.1,105.2,3.87,6.17,3.299999999999997,-2.799999999999997,-5.6000000000000085,0.03,6.02,6.17,3.299999999999997,-2.799999999999997,-5.6000000000000085,0.03,6.02,3.4000000000000057,-2.700000000000003,-1.3600000000000003
2018,South,1,7,Nevada,7,87.0,Texas,10,83.0,1.0,25,MWC,29-8,18.39,120.2,101.8,69.4,-0.026,5.13,107.0,101.8,3.61,36,B12,19-15,15.43,109.5,94.1,65.2,-0.03,11.77,111.4,99.6,2.05,2.960000000000001,10.700000000000005,7.700000000000003,4.200000000000003,0.004,-6.64,2.960000000000001,10.700000000000003,7.700000000000003,4.200000000000003,0.004,-6.64,-4.400000000000006,2.200000000000003,1.56
2018,South,2,2,Kentucky,5,95.0,Buffalo,13,75.0,1.0,17,SEC,26-11,20.44,115.8,95.4,68.8,-0.008,10.91,110.8,99.8,4.67,67,MAC,27-9,11.53,114.7,103.2,72.7,0.006,-0.06,105.1,105.2,3.87,8.910000000000002,1.0999999999999943,-7.799999999999997,-3.9000000000000057,-0.014,10.97,8.910000000000002,1.0999999999999943,-7.799999999999997,-3.9000000000000057,-0.014,10.97,5.700000000000003,-5.400000000000006,0.7999999999999998
2018,South,2,4,Nevada,7,75.0,Cincinnati,2,73.0,1.0,25,MWC,29-8,18.39,120.2,101.8,69.4,-0.026,5.13,107.0,101.8,3.61,4,Amer,31-5,26.6,113.4,86.8,64.5,-0.019,3.46,106.9,103.4,-4.21,-8.21,6.799999999999997,15.0,4.900000000000006,-0.0069999999999999,1.67,-8.21,6.799999999999997,15.0,4.900000000000006,-0.006999999999999999,1.67,0.09999999999999432,-1.6000000000000085,7.82
2018,West,1,1,Xavier,1,102.0,Texas Southern,16,83.0,1.0,15,BE,29-6,21.51,120.1,98.6,70.5,0.091,9.35,109.9,100.6,1.84,243,SWAC,16-20,-6.65,104.6,111.2,71.7,-0.01,-6.3,101.0,107.3,17.2,28.160000000000004,15.5,-12.600000000000009,-1.2000000000000028,0.1009999999999999,15.65,28.160000000000004,15.5,-12.600000000000009,-1.2000000000000028,0.10099999999999999,15.649999999999999,8.900000000000006,-6.700000000000003,-15.36
2018,West,1,4,Gonzaga,4,68.0,UNC Greensboro,13,64.0,1.0,10,WCC,32-5,23.03,118.1,95.1,69.4,0.009,1.57,106.4,104.8,3.12,82,SC,27-8,9.22,104.9,95.7,65.2,-0.024,-4.57,103.7,108.2,-3.46,13.81,13.199999999999989,-0.6000000000000085,4.200000000000003,0.033,6.140000000000001,13.81,13.199999999999989,-0.6000000000000085,4.200000000000003,0.033,6.140000000000001,2.700000000000003,-3.4000000000000057,6.58
2018,West,1,6,Michigan,3,61.0,Montana,14,47.0,1.0,7,B10,33-8,24.2,114.7,90.5,64.9,0.052,10.32,111.4,101.1,-4.83,72,BSky,26-8,10.4,108.8,98.4,68.0,-0.0,-1.96,104.0,106.0,2.09,13.8,5.900000000000006,-7.900000000000006,-3.0999999999999943,0.052,12.28,13.799999999999999,5.900000000000006,-7.900000000000006,-3.0999999999999943,0.052,12.280000000000001,7.400000000000006,-4.900000000000006,-6.92
2018,West,1,7,Texas A&M,7,73.0,Providence,10,69.0,1.0,29,SEC,22-13,16.96,111.3,94.4,69.5,0.014,11.69,111.8,100.1,5.12,63,BE,21-14,12.17,108.9,96.7,67.1,0.074,10.58,111.6,101.1,-1.38,4.790000000000001,2.3999999999999915,-2.299999999999997,2.4000000000000057,-0.06,1.1099999999999994,4.790000000000001,2.3999999999999915,-2.299999999999997,2.4000000000000057,-0.06,1.1099999999999994,0.20000000000000284,-1.0,6.5
2018,West,2,3,Houston,6,63.0,Michigan,3,64.0,0.0,18,Amer,27-8,20.24,114.6,94.4,68.4,-0.015,3.9,106.6,102.7,-3.08,7,B10,33-8,24.2,114.7,90.5,64.9,0.052,10.32,111.4,101.1,-4.83,-3.960000000000001,-0.1000000000000085,3.9000000000000057,3.5,-0.067,-6.42,-3.960000000000001,-0.10000000000000853,3.9000000000000057,3.5,-0.067,-6.42,-4.800000000000011,1.6000000000000085,1.75
2018,West,3,2,Michigan,3,99.0,Texas A&M,7,72.0,1.0,7,B10,33-8,24.2,114.7,90.5,64.9,0.052,10.32,111.4,101.1,-4.83,29,SEC,22-13,16.96,111.3,94.4,69.5,0.014,11.69,111.8,100.1,5.12,7.239999999999998,3.4000000000000057,-3.9000000000000057,-4.599999999999994,0.038,-1.3699999999999992,7.239999999999998,3.4000000000000057,-3.9000000000000057,-4.599999999999994,0.038,-1.3699999999999992,-0.3999999999999915,1.0,-9.95
2018,National,1,1,Villanova,1,95.0,Kansas,1,79.0,1.0,1,BE,36-4,33.76,127.8,94.0,68.7,-0.018,11.31,111.3,100.0,3.98,9,B12,31-8,23.49,120.9,97.4,68.8,0.076,12.41,111.7,99.3,3.55,10.27,6.899999999999992,-3.4000000000000057,-0.0999999999999943,-0.094,-1.0999999999999996,10.27,6.8999999999999915,-3.4000000000000057,-0.09999999999999432,-0.094,-1.0999999999999996,-0.4000000000000057,0.7000000000000028,0.43000000000000016
2018,National,2,1,Villanova,1,79.0,Michigan,3,62.0,1.0,1,BE,36-4,33.76,127.8,94.0,68.7,-0.018,11.31,111.3,100.0,3.98,7,B10,33-8,24.2,114.7,90.5,64.9,0.052,10.32,111.4,101.1,-4.83,9.56,13.099999999999994,3.5,3.799999999999997,-0.0699999999999999,0.9900000000000002,9.559999999999999,13.099999999999994,3.5,3.799999999999997,-0.06999999999999999,0.9900000000000002,-0.10000000000000853,-1.0999999999999943,8.81
2019,East,1,1,Duke,1,85.0,North Dakota State,16,62.0,1.0,4,ACC,32-6,30.62,120.0,89.3,72.1,0.018,12.85,110.7,97.8,5.08,202,Sum,19-16,-3.2,107.4,110.6,65.0,0.064,-2.85,104.8,107.6,3.23,33.82,12.599999999999994,-21.3,7.099999999999994,-0.046,15.7,33.82,12.599999999999994,-21.299999999999997,7.099999999999994,-0.046,15.7,5.900000000000006,-9.799999999999997,1.85
2019,East,1,2,VCU,8,58.0,UCF,9,73.0,0.0,42,A10,25-8,14.89,104.3,89.5,68.4,0.007,1.37,105.2,103.8,3.6,34,Amer,24-9,16.51,112.1,95.6,65.0,0.011,4.99,105.9,100.9,-3.71,-1.620000000000001,-7.799999999999997,-6.099999999999994,3.4000000000000057,-0.0039999999999999,-3.62,-1.620000000000001,-7.799999999999997,-6.099999999999994,3.4000000000000057,-0.003999999999999999,-3.62,-0.7000000000000028,2.8999999999999915,7.3100000000000005
2019,East,1,3,Mississippi State,5,76.0,Liberty,12,80.0,0.0,21,SEC,23-11,20.04,117.7,97.6,67.8,-0.038,10.09,110.1,100.0,2.22,58,ASun,29-7,11.54,111.1,99.6,62.3,0.009,-3.27,102.5,105.8,-3.2,8.5,6.6000000000000085,-2.0,5.5,-0.047,13.36,8.5,6.6000000000000085,-2.0,5.5,-0.047,13.36,7.599999999999994,-5.799999999999997,5.42
2019,East,1,4,Virginia Tech,4,66.0,Saint Louis,13,52.0,1.0,13,ACC,26-9,24.07,118.1,94.0,63.7,-0.005,8.47,108.3,99.9,-6.26,106,A10,23-13,6.02,102.2,96.2,66.4,0.044,0.49,104.4,103.9,-1.44,18.05,15.899999999999991,-2.200000000000003,-2.700000000000003,-0.0489999999999999,7.98,18.05,15.899999999999991,-2.200000000000003,-2.700000000000003,-0.048999999999999995,7.98,3.8999999999999915,-4.0,-4.82
2019,East,1,5,Maryland,6,79.0,Belmont,11,77.0,1.0,24,B10,23-11,19.29,113.4,94.1,66.0,-0.004,10.75,109.8,99.1,-4.92,49,OVC,27-6,14.09,115.6,101.5,71.3,0.025,-1.98,103.6,105.6,3.78,5.199999999999999,-2.1999999999999886,-7.400000000000006,-5.299999999999997,-0.029,12.73,5.199999999999999,-2.1999999999999886,-7.400000000000006,-5.299999999999997,-0.029,12.73,6.200000000000003,-6.5,-8.7
2019,East,1,6,LSU,3,79.0,Yale,14,74.0,1.0,19,SEC,28-7,20.22,117.7,97.5,70.0,0.063,10.02,109.3,99.3,2.77,77,Ivy,22-8,8.79,111.6,102.8,71.0,0.041,-1.1,103.0,104.2,-2.09,11.43,6.1000000000000085,-5.299999999999997,-1.0,0.022,11.12,11.43,6.1000000000000085,-5.299999999999997,-1.0,0.022,11.12,6.299999999999997,-4.900000000000006,4.859999999999999
2019,East,1,7,Louisville,7,76.0,Minnesota,10,86.0,0.0,23,ACC,20-14,19.35,113.7,94.4,67.2,-0.06,11.95,110.4,98.4,5.36,46,B10,22-14,14.35,111.4,97.0,67.4,0.086,12.18,110.2,98.0,-2.91,5.000000000000002,2.299999999999997,-2.5999999999999943,-0.2000000000000028,-0.146,-0.2300000000000004,5.000000000000002,2.299999999999997,-2.5999999999999943,-0.20000000000000284,-0.146,-0.23000000000000043,0.20000000000000284,0.4000000000000057,8.27
2019,East,2,1,Duke,1,77.0,UCF,9,76.0,1.0,4,ACC,32-6,30.62,120.0,89.3,72.1,0.018,12.85,110.7,97.8,5.08,34,Amer,24-9,16.51,112.1,95.6,65.0,0.011,4.99,105.9,100.9,-3.71,14.11,7.900000000000006,-6.299999999999997,7.099999999999994,0.0069999999999999,7.859999999999999,14.11,7.900000000000006,-6.299999999999997,7.099999999999994,0.006999999999999999,7.859999999999999,4.799999999999997,-3.1000000000000085,8.79
2019,East,2,2,Liberty,12,58.0,Virginia Tech,4,67.0,0.0,58,ASun,29-7,11.54,111.1,99.6,62.3,0.009,-3.27,102.5,105.8,-3.2,13,ACC,26-9,24.07,118.1,94.0,63.7,-0.005,8.47,108.3,99.9,-6.26,-12.53,-7.0,5.599999999999994,-1.4000000000000057,0.0139999999999999,-11.74,-12.530000000000001,-7.0,5.599999999999994,-1.4000000000000057,0.013999999999999999,-11.74,-5.799999999999997,5.8999999999999915,3.0599999999999996
2019,East,2,3,Maryland,6,67.0,LSU,3,69.0,0.0,24,B10,23-11,19.29,113.4,94.1,66.0,-0.004,10.75,109.8,99.1,-4.92,19,SEC,28-7,20.22,117.7,97.5,70.0,0.063,10.02,109.3,99.3,2.77,-0.9299999999999996,-4.299999999999997,-3.4000000000000057,-4.0,-0.067,0.7300000000000004,-0.9299999999999997,-4.299999999999997,-3.4000000000000057,-4.0,-0.067,0.7300000000000004,0.5,-0.20000000000000284,-7.6899999999999995
2019,East,3,1,Duke,1,75.0,Virginia Tech,4,73.0,1.0,4,ACC,32-6,30.62,120.0,89.3,72.1,0.018,12.85,110.7,97.8,5.08,13,ACC,26-9,24.07,118.1,94.0,63.7,-0.005,8.47,108.3,99.9,-6.26,6.550000000000001,1.9000000000000057,-4.700000000000003,8.399999999999991,0.023,4.379999999999999,6.550000000000001,1.9000000000000057,-4.700000000000003,8.399999999999991,0.023,4.379999999999999,2.4000000000000057,-2.1000000000000085,11.34
2019,Midwest,1,3,Auburn,5,78.0,New Mexico State,12,77.0,1.0,11,SEC,30-10,25.0,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,53,WAC,30-5,13.62,113.0,99.3,65.9,0.042,-3.44,102.8,106.2,-3.22,11.38,7.900000000000006,-3.3999999999999915,2.0,-0.034,15.67,11.38,7.900000000000006,-3.3999999999999915,2.0,-0.034,15.67,7.900000000000006,-7.700000000000003,5.85
2019,Midwest,1,4,Kansas,4,87.0,Northeastern,13,53.0,1.0,17,B12,26-10,21.57,113.9,92.3,70.1,0.076,14.13,111.8,97.7,10.36,89,CAA,23-11,7.59,111.0,103.4,66.2,0.05,-0.63,106.3,106.9,6.45,13.98,2.9000000000000057,-11.100000000000009,3.899999999999992,0.0259999999999999,14.760000000000002,13.98,2.9000000000000057,-11.100000000000009,3.8999999999999915,0.025999999999999995,14.760000000000002,5.5,-9.200000000000003,3.9099999999999993
2019,Midwest,1,7,Wofford,7,84.0,Seton Hall,10,68.0,1.0,18,SC,30-5,20.69,118.1,97.4,65.7,0.046,1.82,106.0,104.2,8.37,60,BE,20-14,11.5,109.0,97.5,69.1,0.023,8.54,109.2,100.7,3.58,9.19,9.099999999999994,-0.0999999999999943,-3.3999999999999915,0.023,-6.719999999999999,9.190000000000001,9.099999999999994,-0.09999999999999432,-3.3999999999999915,0.023,-6.719999999999999,-3.200000000000003,3.5,4.789999999999999
2019,Midwest,1,8,Kentucky,2,79.0,Abilene Christian,15,44.0,1.0,8,SEC,30-7,27.57,117.6,90.1,65.6,0.033,11.32,110.7,99.4,1.75,152,Slnd,27-7,1.35,103.4,102.0,66.1,0.123,-8.67,100.0,108.7,-4.75,26.22,14.199999999999989,-11.900000000000006,-0.5,-0.09,19.99,26.22,14.199999999999989,-11.900000000000006,-0.5,-0.09,19.990000000000002,10.700000000000003,-9.299999999999997,6.5
2019,Midwest,2,2,Auburn,5,89.0,Kansas,4,75.0,1.0,11,SEC,30-10,25.0,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,17,B12,26-10,21.57,113.9,92.3,70.1,0.076,14.13,111.8,97.7,10.36,3.43,7.0,3.6000000000000085,-2.1999999999999886,-0.068,-1.9000000000000004,3.4299999999999997,7.0,3.6000000000000085,-2.1999999999999886,-0.068,-1.9000000000000004,-1.0999999999999943,0.7999999999999972,-7.7299999999999995
2019,Midwest,2,4,Wofford,7,56.0,Kentucky,2,62.0,0.0,18,SC,30-5,20.69,118.1,97.4,65.7,0.046,1.82,106.0,104.2,8.37,8,SEC,30-7,27.57,117.6,90.1,65.6,0.033,11.32,110.7,99.4,1.75,-6.879999999999999,0.5,7.300000000000011,0.1000000000000085,0.0129999999999999,-9.5,-6.879999999999999,0.5,7.300000000000011,0.10000000000000853,0.012999999999999998,-9.5,-4.700000000000003,4.799999999999997,6.619999999999999
2019,Midwest,3,2,Houston,3,58.0,Kentucky,2,62.0,0.0,12,Amer,33-4,24.13,115.3,91.2,66.1,0.039,4.45,105.7,101.3,-4.16,8,SEC,30-7,27.57,117.6,90.1,65.6,0.033,11.32,110.7,99.4,1.75,-3.4400000000000013,-2.299999999999997,1.1000000000000083,0.5,0.0059999999999999,-6.87,-3.4400000000000013,-2.299999999999997,1.1000000000000085,0.5,0.005999999999999998,-6.87,-5.0,1.8999999999999915,-5.91
2019,Midwest,4,1,Auburn,5,77.0,Kentucky,2,71.0,1.0,11,SEC,30-10,25.0,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,8,SEC,30-7,27.57,117.6,90.1,65.6,0.033,11.32,110.7,99.4,1.75,-2.5700000000000003,3.300000000000012,5.800000000000011,2.300000000000012,-0.025,0.91,-2.5700000000000003,3.3000000000000114,5.800000000000011,2.3000000000000114,-0.025,0.9100000000000001,0.0,-0.9000000000000057,0.8799999999999999
2019,South,1,1,Virginia,1,71.0,Gardner-Webb,16,56.0,1.0,1,ACC,35-3,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,163,BSth,23-12,-0.04,107.8,107.8,67.4,0.07,-3.55,103.2,106.8,-4.07,34.26,15.600000000000009,-18.599999999999994,-8.000000000000007,-0.02,14.73,34.26,15.600000000000009,-18.599999999999994,-8.000000000000007,-0.020000000000000004,14.73,6.0,-8.700000000000003,0.8300000000000001
2019,South,1,3,Wisconsin,5,54.0,Oregon,12,72.0,0.0,16,B10,23-11,21.94,110.4,88.5,63.9,-0.018,12.97,110.3,97.3,3.14,28,P12,25-13,17.86,109.5,91.7,64.2,-0.048,5.47,107.7,102.3,0.43,4.080000000000002,0.9000000000000057,-3.200000000000003,-0.3000000000000042,0.03,7.500000000000001,4.080000000000002,0.9000000000000057,-3.200000000000003,-0.30000000000000426,0.030000000000000002,7.500000000000001,2.5999999999999943,-5.0,2.71
2019,South,1,5,Villanova,6,61.0,Saint Mary's,11,57.0,1.0,30,BE,26-10,17.33,116.5,99.2,63.6,0.044,8.0,108.8,100.8,3.32,31,WCC,22-12,17.31,114.7,97.4,62.7,-0.045,3.66,106.6,103.0,-0.9,0.0199999999999995,1.7999999999999972,1.7999999999999972,0.8999999999999986,0.089,4.34,0.019999999999999574,1.7999999999999972,1.7999999999999972,0.8999999999999986,0.089,4.34,2.200000000000003,-2.200000000000003,4.22
2019,South,1,6,Purdue,3,61.0,Old Dominion,14,48.0,1.0,9,B10,26-10,26.81,122.5,95.6,65.9,-0.015,13.16,110.3,97.1,4.09,113,CUSA,26-9,5.45,101.4,96.0,64.5,0.058,-2.15,102.5,104.7,-6.06,21.36,21.099999999999994,-0.4000000000000057,1.4000000000000057,-0.073,15.31,21.36,21.099999999999994,-0.4000000000000057,1.4000000000000057,-0.07300000000000001,15.31,7.799999999999997,-7.6000000000000085,10.149999999999999
2019,South,1,7,Cincinnati,7,72.0,Iowa,10,79.0,0.0,29,Amer,28-7,17.5,112.3,94.8,63.4,0.05,5.12,107.1,102.0,-2.85,37,B10,23-12,16.02,117.4,101.3,69.5,0.05,10.64,108.9,98.3,-6.49,1.4800000000000004,-5.1000000000000085,-6.5,-6.100000000000001,0.0,-5.5200000000000005,1.4800000000000004,-5.1000000000000085,-6.5,-6.100000000000001,0.0,-5.5200000000000005,-1.8000000000000114,3.700000000000003,3.64
2019,South,1,8,Tennessee,2,77.0,Colgate,15,70.0,1.0,10,SEC,31-6,26.24,122.7,96.5,67.8,0.034,10.69,109.7,99.0,0.92,126,Pat,24-11,4.6,110.5,105.9,66.4,0.012,-3.83,102.4,106.3,0.84,21.64,12.200000000000005,-9.400000000000006,1.3999999999999917,0.022,14.52,21.64,12.200000000000003,-9.400000000000006,1.3999999999999915,0.022000000000000002,14.52,7.299999999999997,-7.299999999999997,0.08000000000000007
2019,South,2,1,Virginia,1,63.0,Oklahoma,9,51.0,1.0,1,ACC,35-3,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,32,B12,20-14,16.94,111.1,94.1,68.6,0.023,13.27,110.3,97.1,7.44,17.279999999999998,12.300000000000011,-4.899999999999992,-9.199999999999996,0.027,-2.09,17.279999999999998,12.300000000000011,-4.8999999999999915,-9.199999999999996,0.027000000000000003,-2.09,-1.0999999999999943,1.0,-10.68
2019,South,2,3,Villanova,6,61.0,Purdue,3,87.0,0.0,30,BE,26-10,17.33,116.5,99.2,63.6,0.044,8.0,108.8,100.8,3.32,9,B10,26-10,26.81,122.5,95.6,65.9,-0.015,13.16,110.3,97.1,4.09,-9.48,-6.0,3.6000000000000085,-2.3000000000000043,0.059,-5.16,-9.48,-6.0,3.6000000000000085,-2.3000000000000043,0.059,-5.16,-1.5,3.700000000000003,-0.77
2019,South,2,4,Iowa,10,77.0,Tennessee,2,83.0,0.0,37,B10,23-12,16.02,117.4,101.3,69.5,0.05,10.64,108.9,98.3,-6.49,10,SEC,31-6,26.24,122.7,96.5,67.8,0.034,10.69,109.7,99.0,0.92,-10.22,-5.299999999999997,4.799999999999997,1.7000000000000028,0.016,-0.0499999999999989,-10.219999999999999,-5.299999999999997,4.799999999999997,1.7000000000000028,0.016,-0.049999999999998934,-0.7999999999999972,-0.7000000000000028,-7.41
2019,South,3,1,Virginia,1,53.0,Oregon,12,49.0,1.0,1,ACC,35-3,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,28,P12,25-13,17.86,109.5,91.7,64.2,-0.048,5.47,107.7,102.3,0.43,16.36,13.900000000000006,-2.5,-4.800000000000004,0.098,5.71,16.36,13.900000000000006,-2.5,-4.800000000000004,0.098,5.71,1.5,-4.200000000000003,-3.6700000000000004
2019,South,3,2,Purdue,3,99.0,Tennessee,2,94.0,1.0,9,B10,26-10,26.81,122.5,95.6,65.9,-0.015,13.16,110.3,97.1,4.09,10,SEC,31-6,26.24,122.7,96.5,67.8,0.034,10.69,109.7,99.0,0.92,0.5700000000000003,-0.2000000000000028,-0.9000000000000057,-1.8999999999999917,-0.049,2.4700000000000006,0.5700000000000003,-0.20000000000000284,-0.9000000000000057,-1.8999999999999915,-0.049,2.4700000000000006,0.5999999999999943,-1.9000000000000057,3.17
2019,South,4,1,Virginia,1,80.0,Purdue,3,75.0,1.0,1,ACC,35-3,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,9,B10,26-10,26.81,122.5,95.6,65.9,-0.015,13.16,110.3,97.1,4.09,7.41,0.9000000000000057,-6.399999999999992,-6.500000000000007,0.065,-1.9800000000000004,7.41,0.9000000000000057,-6.3999999999999915,-6.500000000000007,0.065,-1.9800000000000004,-1.0999999999999943,1.0,-7.33
2019,West,1,2,Syracuse,8,69.0,Baylor,9,78.0,0.0,39,ACC,20-14,15.13,110.5,95.3,66.1,-0.004,9.4,108.6,99.2,0.17,35,B12,20-14,16.48,115.3,98.8,65.2,-0.029,10.49,108.8,98.3,-4.04,-1.3499999999999996,-4.799999999999997,-3.5,0.8999999999999915,0.025,-1.09,-1.3499999999999996,-4.799999999999997,-3.5,0.8999999999999915,0.025,-1.0899999999999999,-0.20000000000000284,0.9000000000000057,4.21
2019,West,1,6,Texas Tech,3,72.0,Northern Kentucky,14,57.0,1.0,5,B12,31-7,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,96,Horz,26-9,7.14,109.4,102.3,68.2,-0.001,-3.37,103.6,107.0,-2.57,22.89,4.699999999999989,-18.200000000000003,-1.6000000000000083,0.005,14.55,22.89,4.699999999999989,-18.200000000000003,-1.6000000000000085,0.005,14.55,6.200000000000003,-8.299999999999997,-2.82
2019,West,1,7,Nevada,7,61.0,Florida,10,70.0,0.0,27,MWC,29-5,18.18,114.0,95.9,69.3,0.033,1.42,105.4,103.9,1.79,26,SEC,20-16,18.3,110.5,92.2,62.9,-0.063,12.0,110.7,98.7,5.12,-0.120000000000001,3.5,3.700000000000003,6.399999999999999,0.096,-10.58,-0.120000000000001,3.5,3.700000000000003,6.399999999999999,0.096,-10.58,-5.299999999999997,5.200000000000003,-3.33
2019,West,1,8,Michigan,2,74.0,Montana,15,55.0,1.0,6,B10,30-7,28.32,114.5,86.2,64.8,-0.001,11.27,109.2,98.0,-5.42,137,BSky,26-9,3.53,107.4,103.9,66.9,0.059,-6.07,102.4,108.4,4.03,24.79,7.099999999999994,-17.700000000000003,-2.1000000000000085,-0.06,17.34,24.79,7.099999999999994,-17.700000000000003,-2.1000000000000085,-0.06,17.34,6.799999999999997,-10.400000000000006,-9.45
2019,West,2,1,Gonzaga,1,83.0,Baylor,9,71.0,1.0,2,WCC,33-4,32.85,124.5,91.6,70.2,-0.001,4.46,106.9,102.5,1.87,35,B12,20-14,16.48,115.3,98.8,65.2,-0.029,10.49,108.8,98.3,-4.04,16.37,9.200000000000005,-7.200000000000003,5.0,0.028,-6.03,16.37,9.200000000000003,-7.200000000000003,5.0,0.028,-6.03,-1.8999999999999915,4.200000000000003,5.91
2019,West,2,3,Buffalo,6,58.0,Texas Tech,3,78.0,0.0,22,MAC,32-4,19.85,115.2,95.4,73.6,0.056,3.14,105.5,102.4,1.15,5,B12,31-7,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,-10.18,1.1000000000000083,11.300000000000011,7.0,0.052,-8.04,-10.18,1.1000000000000085,11.300000000000011,7.0,0.052000000000000005,-8.04,-4.299999999999997,3.700000000000003,6.539999999999999
2019,West,2,4,Florida,10,49.0,Michigan,2,64.0,0.0,26,SEC,20-16,18.3,110.5,92.2,62.9,-0.063,12.0,110.7,98.7,5.12,6,B10,30-7,28.32,114.5,86.2,64.8,-0.001,11.27,109.2,98.0,-5.42,-10.02,-4.0,6.0,-1.8999999999999984,-0.062,0.7300000000000004,-10.02,-4.0,6.0,-1.8999999999999986,-0.062,0.7300000000000004,1.5,0.7000000000000028,10.54
2019,West,3,2,Texas Tech,3,63.0,Michigan,2,44.0,1.0,5,B12,31-7,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,6,B10,30-7,28.32,114.5,86.2,64.8,-0.001,11.27,109.2,98.0,-5.42,1.7100000000000009,-0.4000000000000057,-2.1000000000000085,1.7999999999999972,0.005,-0.0899999999999998,1.7100000000000009,-0.4000000000000057,-2.1000000000000085,1.7999999999999972,0.005,-0.08999999999999986,0.5999999999999943,0.7000000000000028,0.03000000000000025
2019,West,4,1,Gonzaga,1,69.0,Texas Tech,3,75.0,0.0,2,WCC,33-4,32.85,124.5,91.6,70.2,-0.001,4.46,106.9,102.5,1.87,5,B12,31-7,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,2.8200000000000003,10.400000000000006,7.5,3.6000000000000085,-0.005,-6.72,2.8200000000000003,10.400000000000006,7.5,3.6000000000000085,-0.005,-6.72,-2.8999999999999915,3.799999999999997,7.26
2019,National,1,1,Virginia,1,63.0,Auburn,5,62.0,1.0,1,ACC,35-3,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,11,SEC,30-10,25.0,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,9.22,2.5,-6.700000000000003,-8.500000000000007,0.042,-1.0500000000000007,9.219999999999999,2.5,-6.700000000000003,-8.500000000000007,0.042,-1.0500000000000007,-1.5,-0.4000000000000057,-5.87
2019,National,2,1,Virginia,1,85.0,Texas Tech,3,77.0,1.0,1,ACC,35-3,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,5,B12,31-7,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,4.189999999999998,9.300000000000011,5.1000000000000085,-7.199999999999996,0.046,0.0,4.189999999999998,9.300000000000011,5.1000000000000085,-7.199999999999996,0.046,0.0,-0.5999999999999943,-0.6000000000000085,2.1499999999999995
2021,East,1,1,Michigan,1,82.0,Texas Southern,16,66.0,1.0,3,B10,23-5,29.67,117.6,87.9,66.6,0.007,16.44,111.7,95.3,2.51,208,SWAC,17-9,-4.37,99.8,104.2,71.5,0.059,-7.73,95.5,103.2,14.62,34.04,17.799999999999997,-16.299999999999997,-4.900000000000006,-0.052,24.17,34.04,17.799999999999997,-16.299999999999997,-4.900000000000006,-0.052,24.17,16.200000000000003,-7.900000000000006,-12.11
2021,East,1,2,LSU,8,76.0,St. Bonaventure,9,61.0,1.0,24,SEC,19-10,20.35,120.1,99.8,70.6,-0.007,14.77,108.7,93.9,1.13,32,A10,16-5,19.04,110.0,91.0,64.8,0.016,8.53,106.6,98.0,2.44,1.3100000000000025,10.099999999999994,8.799999999999997,5.799999999999997,-0.023,6.24,1.3100000000000023,10.099999999999994,8.799999999999997,5.799999999999997,-0.023,6.24,2.1000000000000085,-4.099999999999994,-1.31
