Year,Region,Round,Game,Team_A_Seed,Team_A,Team_A_Score,Team_B_Seed,Team_B,Team_B_Score,Winner,Location
2016,South,1,8,2,Villanova,86,15,UNC Asheville,56,1.0,"at Brooklyn, NY"
2016,South,2,1,1,Kansas,73,9,UConn,61,1.0,"at Des Moines, IA"
2016,South,2,2,5,Maryland,73,13,Hawaii,60,1.0,
2016,South,2,3,11,Wichita State,57,3,Miami (FL),65,0.0,"at Providence, RI"
2016,South,2,4,7,Iowa,68,2,Villanova,87,0.0,"at Brooklyn, NY"
2016,South,3,1,1,Kansas,79,5,Maryland,63,1.0,"at Louisville, KY"
2016,South,3,2,3,Miami (FL),69,2,Villanova,92,0.0,"at Louisville, KY"
2016,South,4,1,1,Kansas,59,2,Villanova,64,0.0,"at Louisville, KY"
2016,West,1,1,1,Oregon,91,16,Holy Cross,52,1.0,
2016,West,1,2,8,St. Joseph's,78,9,Cincinnati,76,1.0,
2016,West,1,3,5,Baylor,75,12,Yale,79,0.0,"at Providence, RI"
2016,West,1,4,4,Duke,93,13,UNC Wilmington,85,1.0,"at Providence, RI"
2016,West,1,5,6,Texas,72,11,Northern Iowa,75,0.0,
2016,West,1,6,3,Texas A&M,92,14,Green Bay,65,1.0,
2016,West,1,7,7,Oregon State,67,10,VCU,75,0.0,
2016,West,1,8,2,Oklahoma,82,15,Cal State Bakersfield,68,1.0,
2016,West,2,1,1,Oregon,69,8,St. Joseph's,64,1.0,
2016,West,2,2,12,Yale,64,4,Duke,71,0.0,"at Providence, RI"
2016,West,2,3,11,Northern Iowa,88,3,Texas A&M,92,0.0,
2016,West,2,4,10,VCU,81,2,Oklahoma,85,0.0,
2016,West,3,1,1,Oregon,82,4,Duke,68,1.0,"at Anaheim, CA"
2016,West,3,2,3,Texas A&M,63,2,Oklahoma,77,0.0,"at Anaheim, CA"
2016,West,4,1,1,Oregon,68,2,Oklahoma,80,0.0,"at Anaheim, CA"
2016,National,1,1,2,Villanova,95,2,Oklahoma,51,1.0,
2016,National,1,2,10,Syracuse,66,1,UNC,83,0.0,
2016,National,2,1,2,Villanova,77,1,UNC,74,1.0,
2017,East,1,1,1,Villanova,76,16,Mount St. Mary's,56,1.0,"at Buffalo, NY"
2017,East,1,2,8,Wisconsin,84,9,Virginia Tech,74,1.0,"at Buffalo, NY"
2017,East,1,3,5,Virginia,76,12,UNC Wilmington,71,1.0,"at Orlando, FL"
2017,East,1,4,4,Florida,80,13,ETSU,65,1.0,"at Orlando, FL"
2017,East,1,5,6,SMU,65,11,USC,66,0.0,"at Tulsa, OK"
2017,East,1,6,3,Baylor,91,14,New Mexico State,73,1.0,"at Tulsa, OK"
2017,East,1,7,7,South Carolina,93,10,Marquette,73,1.0,"at Greenville, SC"
2017,East,1,8,2,Duke,87,15,Troy,65,1.0,"at Greenville, SC"
2017,East,2,1,1,Villanova,62,8,Wisconsin,65,0.0,"at Buffalo, NY"
2017,East,2,2,5,Virginia,39,4,Florida,65,0.0,"at Orlando, FL"
2017,East,2,3,11,USC,78,3,Baylor,82,0.0,"at Tulsa, OK"
2017,East,2,4,7,South Carolina,88,2,Duke,81,1.0,"at Greenville, SC"
2017,East,3,1,8,Wisconsin,83,4,Florida,84,0.0,"at New York, NY"
2017,East,3,2,3,Baylor,50,7,South Carolina,70,0.0,"at New York, NY"
2017,East,4,1,4,Florida,70,7,South Carolina,77,0.0,"at New York, NY"
2017,Midwest,1,1,1,Kansas,100,16,UC-Davis,62,1.0,"at Tulsa, OK"
2017,Midwest,1,2,8,Miami (FL),58,9,Michigan State,78,0.0,"at Tulsa, OK"
2017,Midwest,1,3,5,Iowa State,84,12,Nevada,73,1.0,"at Milwaukee, WI"
2017,Midwest,1,4,4,Purdue,80,13,Vermont,70,1.0,"at Milwaukee, WI"
2017,Midwest,1,5,6,Creighton,72,11,Rhode Island,84,0.0,"at Sacramento, CA"
2017,Midwest,1,6,3,Oregon,93,14,Iona,77,1.0,"at Sacramento, CA"
2017,Midwest,1,7,7,Michigan,92,10,Oklahoma State,91,1.0,"at Indianapolis, IN"
2017,Midwest,1,8,2,Louisville,78,15,Jacksonville State,63,1.0,"at Indianapolis, IN"
2017,Midwest,2,1,1,Kansas,90,9,Michigan State,70,1.0,"at Tulsa, OK"
2017,Midwest,2,2,5,Iowa State,76,4,Purdue,80,0.0,"at Milwaukee, WI"
2017,Midwest,2,3,11,Rhode Island,72,3,Oregon,75,0.0,"at Sacramento, CA"
2017,Midwest,2,4,7,Michigan,73,2,Louisville,69,1.0,"at Indianapolis, IN"
2017,Midwest,3,1,1,Kansas,98,4,Purdue,66,1.0,"at Kansas City, MO"
2017,Midwest,3,2,3,Oregon,69,7,Michigan,68,1.0,"at Kansas City, MO"
2017,Midwest,4,1,1,Kansas,60,3,Oregon,74,0.0,"at Kansas City, MO"
2017,South,1,1,1,UNC,103,16,Texas Southern,64,1.0,"at Greenville, SC"
2017,South,1,2,8,Arkansas,77,9,Seton Hall,71,1.0,"at Greenville, SC"
2017,South,1,3,5,Minnesota,72,12,Middle Tennessee,81,0.0,"at Milwaukee, WI"
2017,South,1,4,4,Butler,76,13,Winthrop,64,1.0,"at Milwaukee, WI"
2017,South,1,5,6,Cincinnati,75,11,Kansas State,61,1.0,"at Sacramento, CA"
2017,South,1,6,3,UCLA,97,14,Kent State,80,1.0,"at Sacramento, CA"
2017,South,1,7,7,Dayton,58,10,Wichita State,64,0.0,"at Indianapolis, IN"
2017,South,1,8,2,Kentucky,79,15,Northern Kentucky,70,1.0,"at Indianapolis, IN"
2017,South,2,1,1,UNC,72,8,Arkansas,65,1.0,"at Greenville, SC"
2017,South,2,2,12,Middle Tennessee,65,4,Butler,74,0.0,"at Milwaukee, WI"
2017,South,2,3,6,Cincinnati,67,3,UCLA,79,0.0,"at Sacramento, CA"
2017,South,2,4,10,Wichita State,62,2,Kentucky,65,0.0,"at Indianapolis, IN"
2017,South,3,1,1,UNC,92,4,Butler,80,1.0,"at Memphis, TN"
2017,South,3,2,3,UCLA,75,2,Kentucky,86,0.0,"at Memphis, TN"
2017,South,4,1,1,UNC,75,2,Kentucky,73,1.0,"at Memphis, TN"
2017,West,1,1,1,Gonzaga,66,16,South Dakota State,46,1.0,"at Salt Lake City, UT"
2017,West,1,2,8,Northwestern,68,9,Vanderbilt,66,1.0,"at Salt Lake City, UT"
2017,West,1,3,5,Notre Dame,60,12,Princeton,58,1.0,"at Buffalo, NY"
2017,West,1,4,4,West Virginia,86,13,Bucknell,80,1.0,"at Buffalo, NY"
2017,West,1,5,6,Maryland,65,11,Xavier,76,0.0,"at Orlando, FL"
2017,West,1,6,3,Florida State,86,14,Florida Gulf Coast,80,1.0,"at Orlando, FL"
2017,West,1,7,7,Saint Mary's,85,10,VCU,77,1.0,"at Salt Lake City, UT"
2017,West,1,8,2,Arizona,100,15,North Dakota,82,1.0,"at Salt Lake City, UT"
2017,West,2,1,1,Gonzaga,79,8,Northwestern,73,1.0,"at Salt Lake City, UT"
2017,West,2,2,5,Notre Dame,71,4,West Virginia,83,0.0,"at Buffalo, NY"
2017,West,2,3,11,Xavier,91,3,Florida State,66,1.0,"at Orlando, FL"
2017,West,2,4,7,Saint Mary's,60,2,Arizona,69,0.0,"at Salt Lake City, UT"
2017,West,3,1,1,Gonzaga,61,4,West Virginia,58,1.0,"at San Jose, CA"
2017,West,3,2,11,Xavier,73,2,Arizona,71,1.0,"at San Jose, CA"
2017,West,4,1,1,Gonzaga,83,11,Xavier,59,1.0,"at San Jose, CA"
2017,National,1,1,3,Oregon,76,1,UNC,77,0.0,"at Glendale, AZ"
2017,National,1,2,7,South Carolina,73,1,Gonzaga,77,0.0,"at Glendale, AZ"
2017,National,2,1,1,UNC,71,1,Gonzaga,65,1.0,"at Glendale, AZ"
2018,East,1,1,1,Villanova,87,16,Radford,61,1.0,"at Pittsburgh, PA"
2018,East,1,2,8,Virginia Tech,83,9,Alabama,86,0.0,"at Pittsburgh, PA"
2018,East,1,3,5,West Virginia,85,12,Murray State,68,1.0,"at San Diego, CA"
2018,East,1,4,4,Wichita State,75,13,Marshall,81,0.0,"at San Diego, CA"
2018,East,1,5,6,Florida,77,11,St. Bonaventure,62,1.0,"at Dallas, TX"
2018,East,1,6,3,Texas Tech,70,14,Stephen F. Austin,60,1.0,"at Dallas, TX"
2018,East,1,7,7,Arkansas,62,10,Butler,79,0.0,"at Detroit, MI"
2018,East,1,8,2,Purdue,74,15,Cal State Fullerton,48,1.0,"at Detroit, MI"
2018,East,2,1,1,Villanova,81,9,Alabama,58,1.0,"at Pittsburgh, PA"
2018,East,2,2,5,West Virginia,94,13,Marshall,71,1.0,"at San Diego, CA"
2018,East,2,3,6,Florida,66,3,Texas Tech,69,0.0,"at Dallas, TX"
2018,East,2,4,10,Butler,73,2,Purdue,76,0.0,"at Detroit, MI"
2018,East,3,1,1,Villanova,90,5,West Virginia,78,1.0,"at Boston, MA"
2018,East,3,2,3,Texas Tech,78,2,Purdue,65,1.0,"at Boston, MA"
2018,East,4,1,1,Villanova,71,3,Texas Tech,59,1.0,"at Boston, MA"
2018,Midwest,1,1,1,Kansas,76,16,Penn,60,1.0,"at Wichita, KS"
2018,Midwest,1,2,8,Seton Hall,94,9,NC State,83,1.0,"at Wichita, KS"
2018,Midwest,1,3,5,Clemson,79,12,New Mexico State,68,1.0,"at San Diego, CA"
2018,Midwest,1,4,4,Auburn,62,13,College of Charleston,58,1.0,"at San Diego, CA"
2018,Midwest,1,5,6,TCU,52,11,Syracuse,57,0.0,"at Detroit, MI"
2018,Midwest,1,6,3,Michigan State,82,14,Bucknell,78,1.0,"at Detroit, MI"
2018,Midwest,1,7,7,Rhode Island,83,10,Oklahoma,78,1.0,"at Pittsburgh, PA"
2018,Midwest,1,8,2,Duke,89,15,Iona,67,1.0,"at Pittsburgh, PA"
2018,Midwest,2,1,1,Kansas,83,8,Seton Hall,79,1.0,"at Wichita, KS"
2018,Midwest,2,2,5,Clemson,84,4,Auburn,53,1.0,"at San Diego, CA"
2018,Midwest,2,3,11,Syracuse,55,3,Michigan State,53,1.0,"at Detroit, MI"
2018,Midwest,2,4,7,Rhode Island,62,2,Duke,87,0.0,"at Pittsburgh, PA"
2018,Midwest,3,1,1,Kansas,80,5,Clemson,76,1.0,"at Omaha, NE"
2018,Midwest,3,2,11,Syracuse,65,2,Duke,69,0.0,"at Omaha, NE"
2018,Midwest,4,1,1,Kansas,85,2,Duke,81,1.0,"at Omaha, NE"
2018,South,1,1,1,Virginia,54,16,UMBC,74,0.0,"at Charlotte, NC"
2018,South,1,2,8,Creighton,59,9,Kansas State,69,0.0,"at Charlotte, NC"
2018,South,1,3,5,Kentucky,78,12,Davidson,73,1.0,"at Boise, ID"
2018,South,1,4,4,Arizona,68,13,Buffalo,89,0.0,"at Boise, ID"
2018,South,1,5,6,Miami (FL),62,11,Loyola (IL),64,0.0,"at Dallas, TX"
2018,South,1,6,3,Tennessee,73,14,Wright State,47,1.0,"at Dallas, TX"
2018,South,1,7,7,Nevada,87,10,Texas,83,1.0,"at Nashville, TN"
2018,South,1,8,2,Cincinnati,68,15,Georgia State,53,1.0,"at Nashville, TN"
2018,South,2,1,16,UMBC,43,9,Kansas State,50,0.0,"at Charlotte, NC"
2018,South,2,2,5,Kentucky,95,13,Buffalo,75,1.0,"at Boise, ID"
2018,South,2,3,11,Loyola (IL),63,3,Tennessee,62,1.0,"at Dallas, TX"
2018,South,2,4,7,Nevada,75,2,Cincinnati,73,1.0,"at Nashville, TN"
2018,South,3,1,9,Kansas State,61,5,Kentucky,58,1.0,"at Atlanta, GA"
2018,South,3,2,11,Loyola (IL),69,7,Nevada,68,1.0,"at Atlanta, GA"
2018,South,4,1,9,Kansas State,62,11,Loyola (IL),78,0.0,"at Atlanta, GA"
2018,West,1,1,1,Xavier,102,16,Texas Southern,83,1.0,"at Nashville, TN"
2018,West,1,2,8,Missouri,54,9,Florida State,67,0.0,"at Nashville, TN"
2018,West,1,3,5,Ohio State,81,12,South Dakota State,73,1.0,"at Boise, ID"
2018,West,1,4,4,Gonzaga,68,13,UNC Greensboro,64,1.0,"at Boise, ID"
2018,West,1,5,6,Houston,67,11,San Diego State,65,1.0,"at Wichita, KS"
2018,West,1,6,3,Michigan,61,14,Montana,47,1.0,"at Wichita, KS"
2018,West,1,7,7,Texas A&M,73,10,Providence,69,1.0,"at Charlotte, NC"
2018,West,1,8,2,UNC,84,15,Lipscomb,66,1.0,"at Charlotte, NC"
2018,West,2,1,1,Xavier,70,9,Florida State,75,0.0,"at Nashville, TN"
2018,West,2,2,5,Ohio State,84,4,Gonzaga,90,0.0,"at Boise, ID"
2018,West,2,3,6,Houston,63,3,Michigan,64,0.0,"at Wichita, KS"
2018,West,2,4,7,Texas A&M,86,2,UNC,65,1.0,"at Charlotte, NC"
2018,West,3,1,9,Florida State,75,4,Gonzaga,60,1.0,"at Los Angeles, CA"
2018,West,3,2,3,Michigan,99,7,Texas A&M,72,1.0,"at Los Angeles, CA"
2018,West,4,1,9,Florida State,54,3,Michigan,58,0.0,"at Los Angeles, CA"
2018,National,1,1,1,Villanova,95,1,Kansas,79,1.0,"at San Antonio, TX"
2018,National,1,2,11,Loyola (IL),57,3,Michigan,69,0.0,"at San Antonio, TX"
2018,National,2,1,1,Villanova,79,3,Michigan,62,1.0,"at San Antonio, TX"
2019,East,1,1,1,Duke,85,16,North Dakota State,62,1.0,"at Columbia, SC"
2019,East,1,2,8,VCU,58,9,UCF,73,0.0,"at Columbia, SC"
2019,East,1,3,5,Mississippi State,76,12,Liberty,80,0.0,"at San Jose, CA"
2019,East,1,4,4,Virginia Tech,66,13,Saint Louis,52,1.0,"at San Jose, CA"
2019,East,1,5,6,Maryland,79,11,Belmont,77,1.0,"at Jacksonville, FL"
2019,East,1,6,3,LSU,79,14,Yale,74,1.0,"at Jacksonville, FL"
2019,East,1,7,7,Louisville,76,10,Minnesota,86,0.0,"at Des Moines, IA"
2019,East,1,8,2,Michigan State,76,15,Bradley,65,1.0,"at Des Moines, IA"
2019,East,2,1,1,Duke,77,9,UCF,76,1.0,"at Columbia, SC"
2019,East,2,2,12,Liberty,58,4,Virginia Tech,67,0.0,"at San Jose, CA"
2019,East,2,3,6,Maryland,67,3,LSU,69,0.0,"at Jacksonville, FL"
2019,East,2,4,10,Minnesota,50,2,Michigan State,70,0.0,"at Des Moines, IA"
2019,East,3,1,1,Duke,75,4,Virginia Tech,73,1.0,"at Washington, DC"
2019,East,3,2,3,LSU,63,2,Michigan State,80,0.0,"at Washington, DC"
2019,East,4,1,1,Duke,67,2,Michigan State,68,0.0,"at Washington, DC"
2019,Midwest,1,1,1,UNC,88,16,Iona,73,1.0,"at Columbus, OH"
2019,Midwest,1,2,8,Utah State,61,9,Washington,78,0.0,"at Columbus, OH"
2019,Midwest,1,3,5,Auburn,78,12,New Mexico State,77,1.0,"at Salt Lake City, UT"
2019,Midwest,1,4,4,Kansas,87,13,Northeastern,53,1.0,"at Salt Lake City, UT"
2019,Midwest,1,5,6,Iowa State,59,11,Ohio State,62,0.0,"at Tulsa, OK"
2019,Midwest,1,6,3,Houston,84,14,Georgia State,55,1.0,"at Tulsa, OK"
2019,Midwest,1,7,7,Wofford,84,10,Seton Hall,68,1.0,"at Jacksonville, FL"
2019,Midwest,1,8,2,Kentucky,79,15,Abilene Christian,44,1.0,"at Jacksonville, FL"
2019,Midwest,2,1,1,UNC,81,9,Washington,59,1.0,"at Columbus, OH"
2019,Midwest,2,2,5,Auburn,89,4,Kansas,75,1.0,"at Salt Lake City, UT"
2019,Midwest,2,3,11,Ohio State,59,3,Houston,74,0.0,"at Tulsa, OK"
2019,Midwest,2,4,7,Wofford,56,2,Kentucky,62,0.0,"at Jacksonville, FL"
2019,Midwest,3,1,1,UNC,80,5,Auburn,97,0.0,"at Kansas City, MO"
2019,Midwest,3,2,3,Houston,58,2,Kentucky,62,0.0,"at Kansas City, MO"
2019,Midwest,4,1,5,Auburn,77,2,Kentucky,71,1.0,"at Kansas City, MO"
2019,South,1,1,1,Virginia,71,16,Gardner-Webb,56,1.0,"at Columbia, SC"
2019,South,1,2,8,Ole Miss,72,9,Oklahoma,95,0.0,"at Columbia, SC"
2019,South,1,3,5,Wisconsin,54,12,Oregon,72,0.0,"at San Jose, CA"
2019,South,1,4,4,Kansas State,64,13,UC-Irvine,70,0.0,"at San Jose, CA"
2019,South,1,5,6,Villanova,61,11,Saint Mary's,57,1.0,"at Hartford, CT"
2019,South,1,6,3,Purdue,61,14,Old Dominion,48,1.0,"at Hartford, CT"
2019,South,1,7,7,Cincinnati,72,10,Iowa,79,0.0,"at Columbus, OH"
2019,South,1,8,2,Tennessee,77,15,Colgate,70,1.0,"at Columbus, OH"
2019,South,2,1,1,Virginia,63,9,Oklahoma,51,1.0,"at Columbia, SC"
2019,South,2,2,12,Oregon,73,13,UC-Irvine,54,1.0,"at San Jose, CA"
2019,South,2,3,6,Villanova,61,3,Purdue,87,0.0,"at Hartford, CT"
2019,South,2,4,10,Iowa,77,2,Tennessee,83,0.0,"at Columbus, OH"
2019,South,3,1,1,Virginia,53,12,Oregon,49,1.0,"at Louisville, KY"
2019,South,3,2,3,Purdue,99,2,Tennessee,94,1.0,"at Louisville, KY"
2019,South,4,1,1,Virginia,80,3,Purdue,75,1.0,"at Louisville, KY"
2019,West,1,1,1,Gonzaga,87,16,FDU,49,1.0,"at Salt Lake City, UT"
2019,West,1,2,8,Syracuse,69,9,Baylor,78,0.0,"at Salt Lake City, UT"
2019,West,1,3,5,Marquette,64,12,Murray State,83,0.0,"at Hartford, CT"
2019,West,1,4,4,Florida State,76,13,Vermont,69,1.0,"at Hartford, CT"
2019,West,1,5,6,Buffalo,91,11,Arizona State,74,1.0,"at Tulsa, OK"
2019,West,1,6,3,Texas Tech,72,14,Northern Kentucky,57,1.0,"at Tulsa, OK"
2019,West,1,7,7,Nevada,61,10,Florida,70,0.0,"at Des Moines, IA"
2019,West,1,8,2,Michigan,74,15,Montana,55,1.0,"at Des Moines, IA"
2019,West,2,1,1,Gonzaga,83,9,Baylor,71,1.0,"at Salt Lake City, UT"
2019,West,2,2,12,Murray State,62,4,Florida State,90,0.0,"at Hartford, CT"
2019,West,2,3,6,Buffalo,58,3,Texas Tech,78,0.0,"at Tulsa, OK"
2019,West,2,4,10,Florida,49,2,Michigan,64,0.0,"at Des Moines, IA"
2019,West,3,1,1,Gonzaga,72,4,Florida State,58,1.0,"at Anaheim, CA"
2019,West,3,2,3,Texas Tech,63,2,Michigan,44,1.0,"at Anaheim, CA"
2019,West,4,1,1,Gonzaga,69,3,Texas Tech,75,0.0,"at Anaheim, CA"
2019,National,1,1,1,Virginia,63,5,Auburn,62,1.0,"at Minneapolis, MN"
2019,National,1,2,3,Texas Tech,61,2,Michigan State,51,1.0,"at Minneapolis, MN"
2019,National,2,1,1,Virginia,85,3,Texas Tech,77,1.0,"at Minneapolis, MN"
2021,East,1,1,1,Michigan,82,16,Texas Southern,66,1.0,"at West Lafayette, IN"
2021,East,1,2,8,LSU,76,9,St. Bonaventure,61,1.0,"at Bloomington, IN"
2021,East,1,3,5,Colorado,96,12,Georgetown,73,1.0,"at Indianapolis, IN"
2021,East,1,4,4,Florida State,64,13,UNC Greensboro,54,1.0,"at Indianapolis, IN"
2021,East,1,5,6,BYU,62,11,UCLA,73,0.0,"at Indianapolis, IN"
2021,East,1,6,3,Texas,52,14,Abilene Christian,53,0.0,"at Indianapolis, IN"
2021,East,1,7,7,UConn,54,10,Maryland,63,0.0,"at West Lafayette, IN"
2021,East,1,8,2,Alabama,68,15,Iona,55,1.0,"at Indianapolis, IN"
2021,East,2,1,1,Michigan,86,8,LSU,78,1.0,"at Indianapolis, IN"
2021,East,2,2,5,Colorado,53,4,Florida State,71,0.0,"at Indianapolis, IN"
2021,East,2,3,11,UCLA,67,14,Abilene Christian,47,1.0,"at Indianapolis, IN"
2021,East,2,4,10,Maryland,77,2,Alabama,96,0.0,"at Indianapolis, IN"
2021,East,3,1,1,Michigan,76,4,Florida State,58,1.0,"at Indianapolis, IN"
2021,East,3,2,11,UCLA,88,2,Alabama,78,1.0,"at Indianapolis, IN"
2021,East,4,1,1,Michigan,49,11,UCLA,51,0.0,"at Indianapolis, IN"
2021,Midwest,1,1,1,Illinois,78,16,Drexel,49,1.0,"at Indianapolis, IN"
2021,Midwest,1,2,8,Loyola (IL),71,9,Georgia Tech,60,1.0,"at Indianapolis, IN"
2021,Midwest,1,3,5,Tennessee,56,12,Oregon State,70,0.0,"at Indianapolis, IN"
2021,Midwest,1,4,4,Oklahoma State,69,13,Liberty,60,1.0,"at Indianapolis, IN"
2021,Midwest,1,5,6,San Diego State,62,11,Syracuse,78,0.0,"at Indianapolis, IN"
2021,Midwest,1,6,3,West Virginia,84,14,Morehead State,67,1.0,"at Indianapolis, IN"
2021,Midwest,1,7,7,Clemson,56,10,Rutgers,60,0.0,"at Indianapolis, IN"
2021,Midwest,1,8,2,Houston,87,15,Cleveland State,56,1.0,"at Bloomington, IN"
2021,Midwest,2,1,1,Illinois,58,8,Loyola (IL),71,0.0,"at Indianapolis, IN"
2021,Midwest,2,2,12,Oregon State,80,4,Oklahoma State,70,1.0,"at Indianapolis, IN"
2021,Midwest,2,3,11,Syracuse,75,3,West Virginia,72,1.0,"at Indianapolis, IN"
2021,Midwest,2,4,10,Rutgers,60,2,Houston,63,0.0,"at Indianapolis, IN"
2021,Midwest,3,1,8,Loyola (IL),58,12,Oregon State,65,0.0,"at Indianapolis, IN"
2021,Midwest,3,2,11,Syracuse,46,2,Houston,62,0.0,"at Indianapolis, IN"
2021,Midwest,4,1,12,Oregon State,61,2,Houston,67,0.0,"at Indianapolis, IN"
2021,South,1,1,1,Baylor,79,16,Hartford,55,1.0,"at Indianapolis, IN"
2021,South,1,2,8,UNC,62,9,Wisconsin,85,0.0,"at West Lafayette, IN"
2021,South,1,3,5,Villanova,73,12,Winthrop,63,1.0,"at Indianapolis, IN"
2021,South,1,4,4,Purdue,69,13,North Texas,78,0.0,"at Indianapolis, IN"
2021,South,1,5,6,Texas Tech,65,11,Utah State,53,1.0,"at Bloomington, IN"
2021,South,1,6,3,Arkansas,85,14,Colgate,68,1.0,"at Indianapolis, IN"
2021,South,1,7,7,Florida,75,10,Virginia Tech,70,1.0,"at Indianapolis, IN"
2021,South,1,8,2,Ohio State,72,15,Oral Roberts,75,0.0,"at West Lafayette, IN"
2021,South,2,1,1,Baylor,76,9,Wisconsin,63,1.0,"at Indianapolis, IN"
2021,South,2,2,5,Villanova,84,13,North Texas,61,1.0,"at Indianapolis, IN"
2021,South,2,3,6,Texas Tech,66,3,Arkansas,68,0.0,"at Indianapolis, IN"
2021,South,2,4,7,Florida,78,15,Oral Roberts,81,0.0,"at Indianapolis, IN"
2021,South,3,1,1,Baylor,62,5,Villanova,51,1.0,"at Indianapolis, IN"
2021,South,3,2,3,Arkansas,72,15,Oral Roberts,70,1.0,"at Indianapolis, IN"
2021,South,4,1,1,Baylor,81,3,Arkansas,72,1.0,"at Indianapolis, IN"
2021,West,1,1,1,Gonzaga,98,16,Norfolk State,55,1.0,"at Indianapolis, IN"
2021,West,1,2,8,Oklahoma,72,9,Missouri,68,1.0,"at Indianapolis, IN"
2021,West,1,3,5,Creighton,63,12,UCSB,62,1.0,"at Indianapolis, IN"
2021,West,1,4,4,Virginia,58,13,Ohio,62,0.0,"at Bloomington, IN"
2021,West,1,5,6,USC,72,11,Drake,56,1.0,"at Indianapolis, IN"
2021,West,1,6,3,Kansas,93,14,Eastern Washington,84,1.0,"at Indianapolis, IN"
2021,West,1,7,7,Oregon,,10,VCU,,,"at Indianapolis, IN"
2021,West,1,8,2,Iowa,86,15,Grand Canyon,74,1.0,"at Indianapolis, IN"
2021,West,2,1,1,Gonzaga,87,8,Oklahoma,71,1.0,"at Indianapolis, IN"
2021,West,2,2,5,Creighton,72,13,Ohio,58,1.0,"at Indianapolis, IN"
2021,West,2,3,6,USC,85,3,Kansas,51,1.0,"at Indianapolis, IN"
2021,West,2,4,7,Oregon,95,2,Iowa,80,1.0,"at Indianapolis, IN"
2021,West,3,1,1,Gonzaga,83,5,Creighton,65,1.0,"at Indianapolis, IN"
2021,West,3,2,6,USC,82,7,Oregon,68,1.0,"at Indianapolis, IN"
2021,West,4,1,1,Gonzaga,85,6,USC,66,1.0,"at Indianapolis, IN"
2021,National,1,1,1,Baylor,78,2,Houston,59,1.0,"at Indianapolis, IN"
2021,National,1,2,1,Gonzaga,93,11,UCLA,90,1.0,"at Indianapolis, IN"
2021,National,2,1,1,Baylor,86,1,Gonzaga,70,1.0,"at Indianapolis, IN"
2022,East,1,1,1,Baylor,85,16,Norfolk State,49,1.0,"at Fort Worth, TX"
2022,East,1,2,8,UNC,95,9,Marquette,63,1.0,"at Fort Worth, TX"
2022,East,1,3,5,Saint Mary's,82,12,Indiana,53,1.0,"at Portland, OR"
2022,East,1,4,4,UCLA,57,13,Akron,53,1.0,"at Portland, OR"
2022,East,1,5,6,Texas,81,11,Virginia Tech,73,1.0,"at Milwaukee, WI"
2022,East,1,6,3,Purdue,78,14,Yale,56,1.0,"at Milwaukee, WI"
2022,East,1,7,7,Murray State,92,10,San Francisco,87,1.0,"at Indianapolis, IN"
2022,East,1,8,2,Kentucky,79,15,St. Peter's,85,0.0,"at Indianapolis, IN"
2022,East,2,1,1,Baylor,86,8,UNC,93,0.0,"at Fort Worth, TX"
2022,East,2,2,5,Saint Mary's,56,4,UCLA,72,0.0,"at Portland, OR"
2022,East,2,3,6,Texas,71,3,Purdue,81,0.0,"at Milwaukee, WI"
2022,East,2,4,7,Murray State,60,15,St. Peter's,70,0.0,"at Indianapolis, IN"
2022,East,3,1,8,UNC,73,4,UCLA,66,1.0,"at Philadelphia, PA"
2022,East,3,2,3,Purdue,64,15,St. Peter's,67,0.0,"at Philadelphia, PA"
2022,East,4,1,8,UNC,69,15,St. Peter's,49,1.0,"at Philadelphia, PA"
2022,Midwest,1,1,1,Kansas,83,16,Texas Southern,56,1.0,"at Fort Worth, TX"
2022,Midwest,1,2,8,San Diego State,69,9,Creighton,72,0.0,"at Fort Worth, TX"
2022,Midwest,1,3,5,Iowa,63,12,Richmond,67,0.0,"at Buffalo, NY"
2022,Midwest,1,4,4,Providence,66,13,South Dakota State,57,1.0,"at Buffalo, NY"
2022,Midwest,1,5,6,LSU,54,11,Iowa State,59,0.0,"at Milwaukee, WI"
2022,Midwest,1,6,3,Wisconsin,67,14,Colgate,60,1.0,"at Milwaukee, WI"
2022,Midwest,1,7,7,USC,66,10,Miami (FL),68,0.0,"at Greenville, SC"
2022,Midwest,1,8,2,Auburn,80,15,Jacksonville State,61,1.0,"at Greenville, SC"
2022,Midwest,2,1,1,Kansas,79,9,Creighton,72,1.0,"at Fort Worth, TX"
2022,Midwest,2,2,12,Richmond,51,4,Providence,79,0.0,"at Buffalo, NY"
2022,Midwest,2,3,11,Iowa State,54,3,Wisconsin,49,1.0,"at Milwaukee, WI"
2022,Midwest,2,4,10,Miami (FL),79,2,Auburn,61,1.0,"at Greenville, SC"
2022,Midwest,3,1,1,Kansas,66,4,Providence,61,1.0,"at Chicago, IL"
2022,Midwest,3,2,11,Iowa State,56,10,Miami (FL),70,0.0,"at Chicago, IL"
2022,Midwest,4,1,1,Kansas,76,10,Miami (FL),50,1.0,"at Chicago, IL"
2022,South,1,1,1,Arizona,87,16,Wright State,70,1.0,"at San Diego, CA"
2022,South,1,2,8,Seton Hall,42,9,TCU,69,0.0,"at San Diego, CA"
2022,South,1,3,5,Houston,82,12,UAB,68,1.0,"at Pittsburgh, PA"
2022,South,1,4,4,Illinois,54,13,Chattanooga,53,1.0,"at Pittsburgh, PA"
