Year,Region,Round,Game,Team_A_Seed,Team_A,Team_A_Score,Team_B_Seed,Team_B,Team_B_Score,Winner,Location
2011,Southwest,2,1,1,Kansas,73,9,Illinois,59,1.0,"at Tulsa, OK"
2011,Southwest,2,2,12,Richmond,65,13,Morehead State,48,1.0,"at Denver, CO"
2011,Southwest,2,3,11,VCU,94,3,Purdue,76,1.0,"at Chicago, IL"
2011,Southwest,2,4,10,Florida State,71,2,Notre Dame,57,1.0,"at Chicago, IL"
2011,Southwest,3,1,1,Kansas,77,12,Richmond,57,1.0,"at San Antonio, TX"
2011,Southwest,3,2,11,VCU,72,10,Florida State,71,1.0,"at San Antonio, TX"
2011,Southwest,4,1,1,Kansas,61,11,VCU,71,0.0,"at San Antonio, TX"
2011,West,1,1,1,Duke,87,16,Hampton,45,1.0,"at Charlotte, NC"
2011,West,1,2,8,Michigan,75,9,Tennessee,45,1.0,"at Charlotte, NC"
2011,West,1,3,5,Arizona,77,12,Memphis,75,1.0,"at Tulsa, OK"
2011,West,1,4,4,Texas,85,13,Oakland,81,1.0,"at Tulsa, OK"
2011,West,1,5,6,Cincinnati,78,11,Missouri,63,1.0,"at Washington, DC"
2011,West,1,6,3,UConn,81,14,Bucknell,52,1.0,"at Washington, DC"
2011,West,1,7,7,Temple,66,10,Penn State,64,1.0,"at Tucson, AZ"
2011,West,1,8,2,San Diego State,68,15,Northern Colorado,50,1.0,"at Tucson, AZ"
2011,West,2,1,1,Duke,73,8,Michigan,71,1.0,"at Charlotte, NC"
2011,West,2,2,5,Arizona,70,4,Texas,69,1.0,"at Tulsa, OK"
2011,West,2,3,6,Cincinnati,58,3,UConn,69,0.0,"at Washington, DC"
2011,West,2,4,7,Temple,64,2,San Diego State,71,0.0,"at Tucson, AZ"
2011,West,3,1,1,Duke,77,5,Arizona,93,0.0,"at Anaheim, CA"
2011,West,3,2,3,UConn,74,2,San Diego State,67,1.0,"at Anaheim, CA"
2011,West,4,1,5,Arizona,63,3,UConn,65,0.0,"at Anaheim, CA"
2011,National,1,1,3,UConn,56,4,Kentucky,55,1.0,"at Houston, TX"
2011,National,1,2,11,VCU,62,8,Butler,70,0.0,"at Houston, TX"
2011,National,2,1,3,UConn,53,8,Butler,41,1.0,"at Houston, TX"
2012,East,1,1,1,Syracuse,72,16,UNC Asheville,65,1.0,"at Pittsburgh, PA"
2012,East,1,2,8,Kansas State,70,9,Southern Miss,64,1.0,"at Pittsburgh, PA"
2012,East,1,3,5,Vanderbilt,79,12,Harvard,70,1.0,"at Albuquerque, NM"
2012,East,1,4,4,Wisconsin,73,13,Montana,49,1.0,"at Albuquerque, NM"
2012,East,1,5,6,Cincinnati,65,11,Texas,59,1.0,"at Nashville, TN"
2012,East,1,6,3,Florida State,66,14,St. Bonaventure,63,1.0,"at Nashville, TN"
2012,East,1,7,7,Gonzaga,77,10,West Virginia,54,1.0,"at Pittsburgh, PA"
2012,East,1,8,2,Ohio State,78,15,Loyola (MD),59,1.0,"at Pittsburgh, PA"
2012,East,2,1,1,Syracuse,75,8,Kansas State,59,1.0,"at Pittsburgh, PA"
2012,East,2,2,5,Vanderbilt,57,4,Wisconsin,60,0.0,"at Albuquerque, NM"
2012,East,2,3,6,Cincinnati,62,3,Florida State,56,1.0,"at Nashville, TN"
2012,East,2,4,7,Gonzaga,66,2,Ohio State,73,0.0,"at Pittsburgh, PA"
2012,East,3,1,1,Syracuse,64,4,Wisconsin,63,1.0,"at Boston, MA"
2012,East,3,2,6,Cincinnati,66,2,Ohio State,81,0.0,"at Boston, MA"
2012,East,4,1,1,Syracuse,70,2,Ohio State,77,0.0,"at Boston, MA"
2012,Midwest,1,1,1,UNC,77,16,Vermont,58,1.0,"at Greensboro, NC"
2012,Midwest,1,2,8,Creighton,58,9,Alabama,57,1.0,"at Greensboro, NC"
2012,Midwest,1,3,5,Temple,44,12,South Florida,58,0.0,"at Nashville, TN"
2012,Midwest,1,4,4,Michigan,60,13,Ohio,65,0.0,"at Nashville, TN"
2012,Midwest,1,5,6,San Diego State,65,11,NC State,79,0.0,"at Columbus, OH"
2012,Midwest,1,6,3,Georgetown,74,14,Belmont,59,1.0,"at Columbus, OH"
2012,Midwest,1,7,7,Saint Mary's,69,10,Purdue,72,0.0,"at Omaha, NE"
2012,Midwest,1,8,2,Kansas,65,15,Detroit Mercy,50,1.0,"at Omaha, NE"
2012,Midwest,2,1,1,UNC,87,8,Creighton,73,1.0,"at Greensboro, NC"
2012,Midwest,2,2,12,South Florida,56,13,Ohio,62,0.0,"at Nashville, TN"
2012,Midwest,2,3,11,NC State,66,3,Georgetown,63,1.0,"at Columbus, OH"
2012,Midwest,2,4,10,Purdue,60,2,Kansas,63,0.0,"at Omaha, NE"
2012,Midwest,3,1,1,UNC,73,13,Ohio,65,1.0,"at St. Louis, MO"
2012,Midwest,3,2,11,NC State,57,2,Kansas,60,0.0,"at St. Louis, MO"
2012,Midwest,4,1,1,UNC,67,2,Kansas,80,0.0,"at St. Louis, MO"
2012,South,1,1,1,Kentucky,81,16,Western Kentucky,66,1.0,"at Louisville, KY"
2012,South,1,2,8,Iowa State,77,9,UConn,64,1.0,"at Louisville, KY"
2012,South,1,3,5,Wichita State,59,12,VCU,62,0.0,"at Portland, OR"
2012,South,1,4,4,Indiana,79,13,New Mexico State,66,1.0,"at Portland, OR"
2012,South,1,5,6,UNLV,64,11,Colorado,68,0.0,"at Albuquerque, NM"
2012,South,1,6,3,Baylor,68,14,South Dakota State,60,1.0,"at Albuquerque, NM"
2012,South,1,7,7,Notre Dame,63,10,Xavier,67,0.0,"at Greensboro, NC"
2012,South,1,8,2,Duke,70,15,Lehigh,75,0.0,"at Greensboro, NC"
2012,South,2,1,1,Kentucky,87,8,Iowa State,71,1.0,"at Louisville, KY"
2012,South,2,2,12,VCU,61,4,Indiana,63,0.0,"at Portland, OR"
2012,South,2,3,11,Colorado,63,3,Baylor,80,0.0,"at Albuquerque, NM"
2012,South,2,4,10,Xavier,70,15,Lehigh,58,1.0,"at Greensboro, NC"
2012,South,3,1,1,Kentucky,102,4,Indiana,90,1.0,"at Atlanta, GA"
2012,South,3,2,3,Baylor,75,10,Xavier,70,1.0,"at Atlanta, GA"
2012,South,4,1,1,Kentucky,82,3,Baylor,70,1.0,"at Atlanta, GA"
2012,West,1,1,1,Michigan State,89,16,LIU,67,1.0,"at Columbus, OH"
2012,West,1,2,8,Memphis,54,9,Saint Louis,61,0.0,"at Columbus, OH"
2012,West,1,3,5,New Mexico,75,12,Long Beach State,68,1.0,"at Portland, OR"
2012,West,1,4,4,Louisville,69,13,Davidson,62,1.0,"at Portland, OR"
2012,West,1,5,6,Murray State,58,11,Colorado State,41,1.0,"at Louisville, KY"
2012,West,1,6,3,Marquette,88,14,BYU,68,1.0,"at Louisville, KY"
2012,West,1,7,7,Florida,71,10,Virginia,45,1.0,"at Omaha, NE"
2012,West,1,8,2,Missouri,84,15,Norfolk State,86,0.0,"at Omaha, NE"
2012,West,2,1,1,Michigan State,65,9,Saint Louis,61,1.0,"at Columbus, OH"
2012,West,2,2,5,New Mexico,56,4,Louisville,59,0.0,"at Portland, OR"
2012,West,2,3,6,Murray State,53,3,Marquette,62,0.0,"at Louisville, KY"
2012,West,2,4,7,Florida,84,15,Norfolk State,50,1.0,"at Omaha, NE"
2012,West,3,1,1,Michigan State,44,4,Louisville,57,0.0,"at Phoenix, AZ"
2012,West,3,2,3,Marquette,58,7,Florida,68,0.0,"at Phoenix, AZ"
2012,West,4,1,4,Louisville,72,7,Florida,68,1.0,"at Phoenix, AZ"
2012,National,1,1,1,Kentucky,69,4,Louisville,61,1.0,"at New Orleans, LA"
2012,National,1,2,2,Ohio State,62,2,Kansas,64,0.0,"at New Orleans, LA"
2012,National,2,1,1,Kentucky,67,2,Kansas,59,1.0,"at New Orleans, LA"
2013,East,1,1,1,Indiana,83,16,James Madison,62,1.0,"at Dayton, OH"
2013,East,1,2,8,NC State,72,9,Temple,76,0.0,"at Dayton, OH"
2013,East,1,3,5,UNLV,61,12,California,64,0.0,"at San Jose, CA"
2013,East,1,4,4,Syracuse,81,13,Montana,34,1.0,"at San Jose, CA"
2013,East,1,5,6,Butler,68,11,Bucknell,56,1.0,"at Lexington, KY"
2013,East,1,6,3,Marquette,59,14,Davidson,58,1.0,"at Lexington, KY"
2013,East,1,7,7,Illinois,57,10,Colorado,49,1.0,"at Austin, TX"
2013,East,1,8,2,Miami (FL),78,15,Pacific,49,1.0,"at Austin, TX"
2013,East,2,1,1,Indiana,58,9,Temple,52,1.0,"at Dayton, OH"
2013,East,2,2,12,California,60,4,Syracuse,66,0.0,"at San Jose, CA"
2013,East,2,3,6,Butler,72,3,Marquette,74,0.0,"at Lexington, KY"
2013,East,2,4,7,Illinois,59,2,Miami (FL),63,0.0,"at Austin, TX"
2013,East,3,1,1,Indiana,50,4,Syracuse,61,0.0,"at Washington, DC"
2013,East,3,2,3,Marquette,71,2,Miami (FL),61,1.0,"at Washington, DC"
2013,East,4,1,4,Syracuse,55,3,Marquette,39,1.0,"at Washington, DC"
2013,Midwest,1,1,1,Louisville,79,16,North Carolina A&T,48,1.0,"at Lexington, KY"
2013,Midwest,1,2,8,Colorado State,84,9,Missouri,72,1.0,"at Lexington, KY"
2013,Midwest,1,3,5,Oklahoma State,55,12,Oregon,68,0.0,"at San Jose, CA"
2013,Midwest,1,4,4,Saint Louis,64,13,New Mexico State,44,1.0,"at San Jose, CA"
2013,Midwest,1,5,6,Memphis,54,11,Saint Mary's,52,1.0,"at Auburn Hills, MI"
2013,Midwest,1,6,3,Michigan State,65,14,Valparaiso,54,1.0,"at Auburn Hills, MI"
2013,Midwest,1,7,7,Creighton,67,10,Cincinnati,63,1.0,"at Philadelphia, PA"
2013,Midwest,1,8,2,Duke,73,15,Albany (NY),61,1.0,"at Philadelphia, PA"
2013,Midwest,2,1,1,Louisville,82,8,Colorado State,56,1.0,"at Lexington, KY"
2013,Midwest,2,2,12,Oregon,74,4,Saint Louis,57,1.0,"at San Jose, CA"
2013,Midwest,2,3,6,Memphis,48,3,Michigan State,70,0.0,"at Auburn Hills, MI"
2013,Midwest,2,4,7,Creighton,50,2,Duke,66,0.0,"at Philadelphia, PA"
2013,Midwest,3,1,1,Louisville,77,12,Oregon,69,1.0,"at Indianapolis, IN"
2013,Midwest,3,2,3,Michigan State,61,2,Duke,71,0.0,"at Indianapolis, IN"
2013,Midwest,4,1,1,Louisville,85,2,Duke,63,1.0,"at Indianapolis, IN"
2013,South,1,1,1,Kansas,64,16,Western Kentucky,57,1.0,"at Kansas City, MO"
2013,South,1,2,8,UNC,78,9,Villanova,71,1.0,"at Kansas City, MO"
2013,South,1,3,5,VCU,88,12,Akron,42,1.0,"at Auburn Hills, MI"
2013,South,1,4,4,Michigan,71,13,South Dakota State,56,1.0,"at Auburn Hills, MI"
2013,South,1,5,6,UCLA,63,11,Minnesota,83,0.0,"at Austin, TX"
2013,South,1,6,3,Florida,79,14,Northwestern State,47,1.0,"at Austin, TX"
2013,South,1,7,7,San Diego State,70,10,Oklahoma,55,1.0,"at Philadelphia, PA"
2013,South,1,8,2,Georgetown,68,15,Florida Gulf Coast,78,0.0,"at Philadelphia, PA"
2013,South,2,1,1,Kansas,70,8,UNC,58,1.0,"at Kansas City, MO"
2013,South,2,2,5,VCU,53,4,Michigan,78,0.0,"at Auburn Hills, MI"
2013,South,2,3,11,Minnesota,64,3,Florida,78,0.0,"at Austin, TX"
2013,South,2,4,7,San Diego State,71,15,Florida Gulf Coast,81,0.0,"at Philadelphia, PA"
2013,South,3,1,1,Kansas,85,4,Michigan,87,0.0,"at Arlington, TX"
2013,South,3,2,3,Florida,62,15,Florida Gulf Coast,50,1.0,"at Arlington, TX"
2013,South,4,1,4,Michigan,79,3,Florida,59,1.0,"at Arlington, TX"
2013,West,1,1,1,Gonzaga,64,16,Southern,58,1.0,"at Salt Lake City, UT"
2013,West,1,2,8,Pitt,55,9,Wichita State,73,0.0,"at Salt Lake City, UT"
2013,West,1,3,5,Wisconsin,46,12,Ole Miss,57,0.0,"at Kansas City, MO"
2013,West,1,4,4,Kansas State,61,13,La Salle,63,0.0,"at Kansas City, MO"
2013,West,1,5,6,Arizona,81,11,Belmont,64,1.0,"at Salt Lake City, UT"
2013,West,1,6,3,New Mexico,62,14,Harvard,68,0.0,"at Salt Lake City, UT"
2013,West,1,7,7,Notre Dame,58,10,Iowa State,76,0.0,"at Dayton, OH"
2013,West,1,8,2,Ohio State,95,15,Iona,70,1.0,"at Dayton, OH"
2013,West,2,1,1,Gonzaga,70,9,Wichita State,76,0.0,"at Salt Lake City, UT"
2013,West,2,2,12,Ole Miss,74,13,La Salle,76,0.0,"at Kansas City, MO"
2013,West,2,3,6,Arizona,74,14,Harvard,51,1.0,"at Salt Lake City, UT"
2013,West,2,4,10,Iowa State,75,2,Ohio State,78,0.0,"at Dayton, OH"
2013,West,3,1,9,Wichita State,72,13,La Salle,58,1.0,"at Los Angeles, CA"
2013,West,3,2,6,Arizona,70,2,Ohio State,73,0.0,"at Los Angeles, CA"
2013,West,4,1,9,Wichita State,70,2,Ohio State,66,1.0,"at Los Angeles, CA"
2013,National,1,1,1,Louisville,72,9,Wichita State,68,1.0,"at Atlanta, GA"
2013,National,1,2,4,Syracuse,56,4,Michigan,61,0.0,"at Atlanta, GA"
2013,National,2,1,1,Louisville,82,4,Michigan,76,1.0,"at Atlanta, GA"
2014,East,1,1,1,Virginia,70,16,Coastal Carolina,59,1.0,"at Raleigh, NC"
2014,East,1,2,8,Memphis,71,9,George Washington,66,1.0,"at Raleigh, NC"
2014,East,1,3,5,Cincinnati,57,12,Harvard,61,0.0,"at Spokane, WA"
2014,East,1,4,4,Michigan State,93,13,Delaware,78,1.0,"at Spokane, WA"
2014,East,1,5,6,UNC,79,11,Providence,77,1.0,"at San Antonio, TX"
2014,East,1,6,3,Iowa State,93,14,North Carolina Central,75,1.0,"at San Antonio, TX"
2014,East,1,7,7,UConn,89,10,St. Joseph's,81,1.0,"at Buffalo, NY"
2014,East,1,8,2,Villanova,73,15,Milwaukee,53,1.0,"at Buffalo, NY"
2014,East,2,1,1,Virginia,78,8,Memphis,60,1.0,"at Raleigh, NC"
2014,East,2,2,12,Harvard,73,4,Michigan State,80,0.0,"at Spokane, WA"
2014,East,2,3,6,UNC,83,3,Iowa State,85,0.0,"at San Antonio, TX"
2014,East,2,4,7,UConn,77,2,Villanova,65,1.0,"at Buffalo, NY"
2014,East,3,1,1,Virginia,59,4,Michigan State,61,0.0,"at New York, NY"
2014,East,3,2,3,Iowa State,76,7,UConn,81,0.0,"at New York, NY"
2014,East,4,1,4,Michigan State,54,7,UConn,60,0.0,"at New York, NY"
2014,Midwest,1,1,1,Wichita State,64,16,Cal Poly,37,1.0,"at St. Louis, MO"
2014,Midwest,1,2,8,Kentucky,56,9,Kansas State,49,1.0,"at St. Louis, MO"
2014,Midwest,1,3,5,Saint Louis,83,12,NC State,80,1.0,"at Orlando, FL"
2014,Midwest,1,4,4,Louisville,71,13,Manhattan,64,1.0,"at Orlando, FL"
2014,Midwest,1,5,6,UMass,67,11,Tennessee,86,0.0,"at Raleigh, NC"
2014,Midwest,1,6,3,Duke,71,14,Mercer,78,0.0,"at Raleigh, NC"
2014,Midwest,1,7,7,Texas,87,10,Arizona State,85,1.0,"at Milwaukee, WI"
2014,Midwest,1,8,2,Michigan,57,15,Wofford,40,1.0,"at Milwaukee, WI"
2014,Midwest,2,1,1,Wichita State,76,8,Kentucky,78,0.0,"at St. Louis, MO"
2014,Midwest,2,2,5,Saint Louis,51,4,Louisville,66,0.0,"at Orlando, FL"
2014,Midwest,2,3,11,Tennessee,83,14,Mercer,63,1.0,"at Raleigh, NC"
2014,Midwest,2,4,7,Texas,65,2,Michigan,79,0.0,"at Milwaukee, WI"
2014,Midwest,3,1,8,Kentucky,74,4,Louisville,69,1.0,"at Indianapolis, IN"
2014,Midwest,3,2,11,Tennessee,71,2,Michigan,73,0.0,"at Indianapolis, IN"
2014,Midwest,4,1,8,Kentucky,75,2,Michigan,72,1.0,"at Indianapolis, IN"
2014,South,1,1,1,Florida,67,16,Albany (NY),55,1.0,"at Orlando, FL"
2014,South,1,2,8,Colorado,48,9,Pitt,77,0.0,"at Orlando, FL"
2014,South,1,3,5,VCU,75,12,Stephen F. Austin,77,0.0,"at San Diego, CA"
2014,South,1,4,4,UCLA,76,13,Tulsa,59,1.0,"at San Diego, CA"
2014,South,1,5,6,Ohio State,59,11,Dayton,60,0.0,"at Buffalo, NY"
2014,South,1,6,3,Syracuse,77,14,Western Michigan,53,1.0,"at Buffalo, NY"
2014,South,1,7,7,New Mexico,53,10,Stanford,58,0.0,"at St. Louis, MO"
2014,South,1,8,2,Kansas,80,15,Eastern Kentucky,69,1.0,"at St. Louis, MO"
2014,South,2,1,1,Florida,61,9,Pitt,45,1.0,"at Orlando, FL"
2014,South,2,2,12,Stephen F. Austin,60,4,UCLA,77,0.0,"at San Diego, CA"
2014,South,2,3,11,Dayton,55,3,Syracuse,53,1.0,"at Buffalo, NY"
2014,South,2,4,10,Stanford,60,2,Kansas,57,1.0,"at St. Louis, MO"
2014,South,3,1,1,Florida,79,4,UCLA,68,1.0,"at Memphis, TN"
2014,South,3,2,11,Dayton,82,10,Stanford,72,1.0,"at Memphis, TN"
2014,South,4,1,1,Florida,62,11,Dayton,52,1.0,"at Memphis, TN"
2014,West,1,1,1,Arizona,68,16,Weber State,59,1.0,"at San Diego, CA"
2014,West,1,2,8,Gonzaga,85,9,Oklahoma State,77,1.0,"at San Diego, CA"
2014,West,1,3,5,Oklahoma,75,12,North Dakota State,80,0.0,"at Spokane, WA"
2014,West,1,4,4,San Diego State,73,13,New Mexico State,69,1.0,"at Spokane, WA"
2014,West,1,5,6,Baylor,74,11,Nebraska,60,1.0,"at San Antonio, TX"
2014,West,1,6,3,Creighton,76,14,Louisiana,66,1.0,"at San Antonio, TX"
2014,West,1,7,7,Oregon,87,10,BYU,68,1.0,"at Milwaukee, WI"
2014,West,1,8,2,Wisconsin,75,15,American,35,1.0,"at Milwaukee, WI"
2014,West,2,1,1,Arizona,84,8,Gonzaga,61,1.0,"at San Diego, CA"
2014,West,2,2,12,North Dakota State,44,4,San Diego State,63,0.0,"at Spokane, WA"
2014,West,2,3,6,Baylor,85,3,Creighton,55,1.0,"at San Antonio, TX"
2014,West,2,4,7,Oregon,77,2,Wisconsin,85,0.0,"at Milwaukee, WI"
2014,West,3,1,1,Arizona,70,4,San Diego State,64,1.0,"at Anaheim, CA"
2014,West,3,2,6,Baylor,52,2,Wisconsin,69,0.0,"at Anaheim, CA"
2014,West,4,1,1,Arizona,63,2,Wisconsin,64,0.0,"at Anaheim, CA"
2014,National,1,1,7,UConn,63,1,Florida,53,1.0,"at Arlington, TX"
2014,National,1,2,2,Wisconsin,73,8,Kentucky,74,0.0,"at Arlington, TX"
2014,National,2,1,7,UConn,60,8,Kentucky,54,1.0,"at Arlington, TX"
2015,East,1,1,1,Villanova,93,16,Lafayette,52,1.0,"at Pittsburgh, PA"
2015,East,1,2,8,NC State,66,9,LSU,65,1.0,"at Pittsburgh, PA"
2015,East,1,3,5,Northern Iowa,71,12,Wyoming,54,1.0,"at Seattle, WA"
2015,East,1,4,4,Louisville,57,13,UC-Irvine,55,1.0,"at Seattle, WA"
2015,East,1,5,6,Providence,53,11,Dayton,66,0.0,"at Columbus, OH"
2015,East,1,6,3,Oklahoma,69,14,Albany (NY),60,1.0,"at Columbus, OH"
2015,East,1,7,7,Michigan State,70,10,Georgia,63,1.0,"at Charlotte, NC"
2015,East,1,8,2,Virginia,79,15,Belmont,67,1.0,"at Charlotte, NC"
2015,East,2,1,1,Villanova,68,8,NC State,71,0.0,"at Pittsburgh, PA"
2015,East,2,2,5,Northern Iowa,53,4,Louisville,66,0.0,"at Seattle, WA"
2015,East,2,3,11,Dayton,66,3,Oklahoma,72,0.0,"at Columbus, OH"
2015,East,2,4,7,Michigan State,60,2,Virginia,54,1.0,"at Charlotte, NC"
2015,East,3,1,8,NC State,65,4,Louisville,75,0.0,"at Syracuse, NY"
2015,East,3,2,3,Oklahoma,58,7,Michigan State,62,0.0,"at Syracuse, NY"
2015,East,4,1,4,Louisville,70,7,Michigan State,76,0.0,"at Syracuse, NY"
2015,Midwest,1,1,1,Kentucky,79,16,Hampton,56,1.0,"at Louisville, KY"
2015,Midwest,1,2,8,Cincinnati,66,9,Purdue,65,1.0,"at Louisville, KY"
2015,Midwest,1,3,5,West Virginia,68,12,Buffalo,62,1.0,"at Columbus, OH"
2015,Midwest,1,4,4,Maryland,65,13,Valparaiso,62,1.0,"at Columbus, OH"
2015,Midwest,1,5,6,Butler,56,11,Texas,48,1.0,"at Pittsburgh, PA"
2015,Midwest,1,6,3,Notre Dame,69,14,Northeastern,65,1.0,"at Pittsburgh, PA"
2015,Midwest,1,7,7,Wichita State,81,10,Indiana,76,1.0,"at Omaha, NE"
2015,Midwest,1,8,2,Kansas,75,15,New Mexico State,56,1.0,"at Omaha, NE"
2015,Midwest,2,1,1,Kentucky,64,8,Cincinnati,51,1.0,"at Louisville, KY"
2015,Midwest,2,2,5,West Virginia,69,4,Maryland,59,1.0,"at Columbus, OH"
2015,Midwest,2,3,6,Butler,64,3,Notre Dame,67,0.0,"at Pittsburgh, PA"
2015,Midwest,2,4,7,Wichita State,78,2,Kansas,65,1.0,"at Omaha, NE"
2015,Midwest,3,1,1,Kentucky,78,5,West Virginia,39,1.0,"at Cleveland, OH"
2015,Midwest,3,2,3,Notre Dame,81,7,Wichita State,70,1.0,"at Cleveland, OH"
2015,Midwest,4,1,1,Kentucky,68,3,Notre Dame,66,1.0,"at Cleveland, OH"
2015,South,1,1,1,Duke,85,16,Robert Morris,56,1.0,"at Charlotte, NC"
2015,South,1,2,8,San Diego State,76,9,St. John's (NY),64,1.0,"at Charlotte, NC"
2015,South,1,3,5,Utah,57,12,Stephen F. Austin,50,1.0,"at Portland, OR"
2015,South,1,4,4,Georgetown,84,13,Eastern Washington,74,1.0,"at Portland, OR"
2015,South,1,5,6,SMU,59,11,UCLA,60,0.0,"at Louisville, KY"
2015,South,1,6,3,Iowa State,59,14,UAB,60,0.0,"at Louisville, KY"
2015,South,1,7,7,Iowa,83,10,Davidson,52,1.0,"at Seattle, WA"
2015,South,1,8,2,Gonzaga,86,15,North Dakota State,76,1.0,"at Seattle, WA"
2015,South,2,1,1,Duke,68,8,San Diego State,49,1.0,"at Charlotte, NC"
2015,South,2,2,5,Utah,75,4,Georgetown,64,1.0,"at Portland, OR"
2015,South,2,3,11,UCLA,92,14,UAB,75,1.0,"at Louisville, KY"
2015,South,2,4,7,Iowa,68,2,Gonzaga,87,0.0,"at Seattle, WA"
2015,South,3,1,1,Duke,63,5,Utah,57,1.0,"at Houston, TX"
2015,South,3,2,11,UCLA,62,2,Gonzaga,74,0.0,"at Houston, TX"
2015,South,4,1,1,Duke,66,2,Gonzaga,52,1.0,"at Houston, TX"
2015,West,1,1,1,Wisconsin,86,16,Coastal Carolina,72,1.0,"at Omaha, NE"
2015,West,1,2,8,Oregon,79,9,Oklahoma State,73,1.0,"at Omaha, NE"
2015,West,1,3,5,Arkansas,56,12,Wofford,53,1.0,"at Jacksonville, FL"
2015,West,1,4,4,UNC,67,13,Harvard,65,1.0,"at Jacksonville, FL"
2015,West,1,5,6,Xavier,76,11,Ole Miss,57,1.0,"at Jacksonville, FL"
2015,West,1,6,3,Baylor,56,14,Georgia State,57,0.0,"at Jacksonville, FL"
2015,West,1,7,7,VCU,72,10,Ohio State,75,0.0,"at Portland, OR"
2015,West,1,8,2,Arizona,93,15,Texas Southern,72,1.0,"at Portland, OR"
2015,West,2,1,1,Wisconsin,72,8,Oregon,65,1.0,"at Omaha, NE"
2015,West,2,2,5,Arkansas,78,4,UNC,87,0.0,"at Jacksonville, FL"
2015,West,2,3,6,Xavier,75,14,Georgia State,67,1.0,"at Jacksonville, FL"
2015,West,2,4,10,Ohio State,58,2,Arizona,73,0.0,"at Portland, OR"
2015,West,3,1,1,Wisconsin,79,4,UNC,72,1.0,"at Los Angeles, CA"
2015,West,3,2,6,Xavier,60,2,Arizona,68,0.0,"at Los Angeles, CA"
2015,West,4,1,1,Wisconsin,85,2,Arizona,78,1.0,"at Los Angeles, CA"
2015,National,1,1,1,Duke,81,7,Michigan State,61,1.0,"at Indianapolis, IN"
2015,National,1,2,1,Kentucky,64,1,Wisconsin,71,0.0,"at Indianapolis, IN"
2015,National,2,1,1,Duke,68,1,Wisconsin,63,1.0,"at Indianapolis, IN"
2016,East,1,1,1,UNC,83,16,Florida Gulf Coast,67,1.0,"at Raleigh, NC"
2016,East,1,2,8,USC,69,9,Providence,70,0.0,"at Raleigh, NC"
2016,East,1,3,5,Indiana,99,12,Chattanooga,74,1.0,"at Des Moines, IA"
2016,East,1,4,4,Kentucky,85,13,Stony Brook,57,1.0,"at Des Moines, IA"
2016,East,1,5,6,Notre Dame,70,11,Michigan,63,1.0,"at Brooklyn, NY"
2016,East,1,6,3,West Virginia,56,14,Stephen F. Austin,70,0.0,"at Brooklyn, NY"
2016,East,1,7,7,Wisconsin,47,10,Pitt,43,1.0,"at St. Louis, MO"
2016,East,1,8,2,Xavier,71,15,Weber State,53,1.0,"at St. Louis, MO"
2016,East,2,1,1,UNC,85,9,Providence,66,1.0,"at Raleigh, NC"
2016,East,2,2,5,Indiana,73,4,Kentucky,67,1.0,"at Des Moines, IA"
2016,East,2,3,6,Notre Dame,76,14,Stephen F. Austin,75,1.0,"at Brooklyn, NY"
2016,East,2,4,7,Wisconsin,66,2,Xavier,63,1.0,"at St. Louis, MO"
2016,East,3,1,1,UNC,101,5,Indiana,86,1.0,
2016,East,3,2,6,Notre Dame,61,7,Wisconsin,56,1.0,
2016,East,4,1,1,UNC,88,6,Notre Dame,74,1.0,
2016,Midwest,1,1,1,Virginia,81,16,Hampton,45,1.0,"at Raleigh, NC"
2016,Midwest,1,2,8,Texas Tech,61,9,Butler,71,0.0,"at Raleigh, NC"
2016,Midwest,1,3,5,Purdue,83,12,Little Rock,85,0.0,
2016,Midwest,1,4,4,Iowa State,94,13,Iona,81,1.0,
2016,Midwest,1,5,6,Seton Hall,52,11,Gonzaga,68,0.0,
2016,Midwest,1,6,3,Utah,80,14,Fresno State,69,1.0,
2016,Midwest,1,7,7,Dayton,51,10,Syracuse,70,0.0,"at St. Louis, MO"
2016,Midwest,1,8,2,Michigan State,81,15,Middle Tennessee,90,0.0,"at St. Louis, MO"
2016,Midwest,2,1,1,Virginia,77,9,Butler,69,1.0,"at Raleigh, NC"
2016,Midwest,2,2,12,Little Rock,61,4,Iowa State,78,0.0,
2016,Midwest,2,3,11,Gonzaga,82,3,Utah,59,1.0,
2016,Midwest,2,4,10,Syracuse,75,15,Middle Tennessee,50,1.0,"at St. Louis, MO"
2016,Midwest,3,1,1,Virginia,84,4,Iowa State,71,1.0,"at Chicago, IL"
2016,Midwest,3,2,11,Gonzaga,60,10,Syracuse,63,0.0,"at Chicago, IL"
2016,Midwest,4,1,1,Virginia,62,10,Syracuse,68,0.0,"at Chicago, IL"
2016,South,1,1,1,Kansas,105,16,Austin Peay,79,1.0,"at Des Moines, IA"
2016,South,1,2,8,Colorado,67,9,UConn,74,0.0,"at Des Moines, IA"
2016,South,1,3,5,Maryland,79,12,South Dakota State,74,1.0,
2016,South,1,4,4,California,66,13,Hawaii,77,0.0,
2016,South,1,5,6,Arizona,55,11,Wichita State,65,0.0,"at Providence, RI"
2016,South,1,6,3,Miami (FL),79,14,Buffalo,72,1.0,"at Providence, RI"
2016,South,1,7,7,Iowa,72,10,Temple,70,1.0,"at Brooklyn, NY"
